"Scheme.Code","Scheme.Name","Net.Asset.Value","Repurchase.Price","Sale.Price","Date","MovGain"
100121,"HDFC Balanced Fund - Dividend Option",24.878,24.629,24.878,2016-01-18,0.277999999999999
100121,"HDFC Balanced Fund - Dividend Option",25.156,24.904,25.156,2016-01-19,-0.343999999999998
100121,"HDFC Balanced Fund - Dividend Option",24.812,24.564,24.812,2016-01-20,0.041999999999998
100121,"HDFC Balanced Fund - Dividend Option",24.854,24.605,24.854,2016-01-21,0.32
100121,"HDFC Balanced Fund - Dividend Option",25.174,24.922,25.174,2016-01-22,0.0519999999999996
100121,"HDFC Balanced Fund - Dividend Option",25.226,24.974,25.226,2016-01-25,0.0770000000000017
100121,"HDFC Balanced Fund - Dividend Option",25.303,25.05,25.303,2016-01-27,-0.0620000000000012
100121,"HDFC Balanced Fund - Dividend Option",25.241,24.989,25.241,2016-01-28,0.215
100121,"HDFC Balanced Fund - Dividend Option",25.456,25.201,25.456,2016-01-29,-0.0949999999999989
100121,"HDFC Balanced Fund - Dividend Option",25.361,25.107,25.361,2016-02-01,-0.222999999999999
100121,"HDFC Balanced Fund - Dividend Option",25.138,24.887,25.138,2016-02-02,-0.301000000000002
100121,"HDFC Balanced Fund - Dividend Option",24.837,24.589,24.837,2016-02-03,0.0279999999999987
100121,"HDFC Balanced Fund - Dividend Option",24.865,24.616,24.865,2016-02-04,0.210000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.075,24.824,25.075,2016-02-05,-0.119
100121,"HDFC Balanced Fund - Dividend Option",24.956,24.706,24.956,2016-02-08,-0.216000000000001
100121,"HDFC Balanced Fund - Dividend Option",24.74,24.493,24.74,2016-02-09,-0.210999999999999
100121,"HDFC Balanced Fund - Dividend Option",24.529,24.284,24.529,2016-02-10,-0.594000000000001
100121,"HDFC Balanced Fund - Dividend Option",23.935,23.696,23.935,2016-02-11,-0.120999999999999
100121,"HDFC Balanced Fund - Dividend Option",23.814,23.576,23.814,2016-02-12,0.530000000000001
100121,"HDFC Balanced Fund - Dividend Option",24.344,24.101,24.344,2016-02-15,-0.291
100121,"HDFC Balanced Fund - Dividend Option",24.053,23.812,24.053,2016-02-16,0.137999999999998
100121,"HDFC Balanced Fund - Dividend Option",24.191,23.949,24.191,2016-02-17,0.117000000000001
100121,"HDFC Balanced Fund - Dividend Option",24.308,24.065,24.308,2016-02-18,0.0489999999999995
100121,"HDFC Balanced Fund - Dividend Option",24.357,24.113,24.357,2016-02-19,0.0339999999999989
100121,"HDFC Balanced Fund - Dividend Option",24.391,24.147,24.391,2016-02-22,-0.281999999999996
100121,"HDFC Balanced Fund - Dividend Option",24.109,23.868,24.109,2016-02-23,-0.195
100121,"HDFC Balanced Fund - Dividend Option",23.914,23.675,23.914,2016-02-24,-0.256
100121,"HDFC Balanced Fund - Dividend Option",23.658,23.421,23.658,2016-02-25,0.102
100121,"HDFC Balanced Fund - Dividend Option",23.76,23.522,23.76,2016-02-26,0.0479999999999983
100121,"HDFC Balanced Fund - Dividend Option",23.808,23.57,23.808,2016-02-29,0.548000000000002
100121,"HDFC Balanced Fund - Dividend Option",24.356,24.112,24.356,2016-03-01,0.401999999999997
100121,"HDFC Balanced Fund - Dividend Option",24.758,24.51,24.758,2016-03-02,0.213000000000001
100121,"HDFC Balanced Fund - Dividend Option",24.971,24.721,24.971,2016-03-03,0.152000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.123,24.872,25.123,2016-03-04,-0.0519999999999996
100121,"HDFC Balanced Fund - Dividend Option",25.071,24.82,25.071,2016-03-08,0.0879999999999974
100121,"HDFC Balanced Fund - Dividend Option",25.159,24.907,25.159,2016-03-09,-0.102999999999998
100121,"HDFC Balanced Fund - Dividend Option",25.056,24.805,25.056,2016-03-10,0.0519999999999996
100121,"HDFC Balanced Fund - Dividend Option",25.108,24.857,25.108,2016-03-11,0.145
100121,"HDFC Balanced Fund - Dividend Option",25.253,25,25.253,2016-03-14,-0.0730000000000004
100121,"HDFC Balanced Fund - Dividend Option",25.18,24.928,25.18,2016-03-15,0.0760000000000005
100121,"HDFC Balanced Fund - Dividend Option",25.256,25.003,25.256,2016-03-16,0.108999999999998
100121,"HDFC Balanced Fund - Dividend Option",25.365,25.111,25.365,2016-03-17,0.248000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.613,25.357,25.613,2016-03-18,0.309999999999999
100121,"HDFC Balanced Fund - Dividend Option",25.923,25.664,25.923,2016-03-21,0.0510000000000019
100121,"HDFC Balanced Fund - Dividend Option",25.974,25.714,25.974,2016-03-22,0.00199999999999889
100121,"HDFC Balanced Fund - Dividend Option",25.976,25.716,25.976,2016-03-23,-0.245999999999999
100121,"HDFC Balanced Fund - Dividend Option",25.73,25.473,25.73,2016-03-28,-0.562000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.168,24.916,25.168,2016-03-29,0.318000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.486,25.231,25.486,2016-03-30,0.0719999999999992
100121,"HDFC Balanced Fund - Dividend Option",25.558,25.302,25.558,2016-03-31,0.0160000000000018
100121,"HDFC Balanced Fund - Dividend Option",25.574,25.318,25.574,2016-04-01,0.0799999999999983
100121,"HDFC Balanced Fund - Dividend Option",25.654,25.397,25.654,2016-04-04,-0.312000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.342,25.089,25.342,2016-04-05,0.0150000000000006
100121,"HDFC Balanced Fund - Dividend Option",25.357,25.103,25.357,2016-04-06,-0.0500000000000007
100121,"HDFC Balanced Fund - Dividend Option",25.307,25.054,25.307,2016-04-07,0.0229999999999997
100121,"HDFC Balanced Fund - Dividend Option",25.33,25.077,25.33,2016-04-08,0.214000000000002
100121,"HDFC Balanced Fund - Dividend Option",25.544,25.289,25.544,2016-04-11,0.143000000000001
100121,"HDFC Balanced Fund - Dividend Option",25.687,25.43,25.687,2016-04-12,0.280999999999999
100121,"HDFC Balanced Fund - Dividend Option",25.968,25.708,25.968,2016-04-13,0.167999999999999
100121,"HDFC Balanced Fund - Dividend Option",26.136,25.875,26.136,2016-04-18,0.0519999999999996
100121,"HDFC Balanced Fund - Dividend Option",26.188,25.926,26.188,2016-04-20,0.0370000000000026
100121,"HDFC Balanced Fund - Dividend Option",26.225,25.963,26.225,2016-04-21,0.041999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.267,26.004,26.267,2016-04-22,-0.128999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.138,25.877,26.138,2016-04-25,0.18
100121,"HDFC Balanced Fund - Dividend Option",26.318,26.055,26.318,2016-04-26,-0.0289999999999999
100121,"HDFC Balanced Fund - Dividend Option",26.289,26.026,26.289,2016-04-27,-0.244
100121,"HDFC Balanced Fund - Dividend Option",26.045,25.785,26.045,2016-04-28,-0.00700000000000145
100121,"HDFC Balanced Fund - Dividend Option",26.038,25.778,26.038,2016-04-29,-0.0100000000000016
100121,"HDFC Balanced Fund - Dividend Option",26.028,25.768,26.028,2016-05-02,-0.0889999999999986
100121,"HDFC Balanced Fund - Dividend Option",25.939,25.68,25.939,2016-05-03,-0.122
100121,"HDFC Balanced Fund - Dividend Option",25.817,25.559,25.817,2016-05-04,-0.0259999999999998
100121,"HDFC Balanced Fund - Dividend Option",25.791,25.533,25.791,2016-05-05,0.0309999999999988
100121,"HDFC Balanced Fund - Dividend Option",25.822,25.564,25.822,2016-05-06,0.253
100121,"HDFC Balanced Fund - Dividend Option",26.075,25.814,26.075,2016-05-09,0.054000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.129,25.868,26.129,2016-05-10,-0.0480000000000018
100121,"HDFC Balanced Fund - Dividend Option",26.081,25.82,26.081,2016-05-11,0.146000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.227,25.965,26.227,2016-05-12,-0.109000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.118,25.857,26.118,2016-05-13,-0.0239999999999974
100121,"HDFC Balanced Fund - Dividend Option",26.094,25.833,26.094,2016-05-16,0.0589999999999975
100121,"HDFC Balanced Fund - Dividend Option",26.153,25.891,26.153,2016-05-17,0.00600000000000023
100121,"HDFC Balanced Fund - Dividend Option",26.159,25.897,26.159,2016-05-18,-0.178999999999998
100121,"HDFC Balanced Fund - Dividend Option",25.98,25.72,25.98,2016-05-19,-0.134
100121,"HDFC Balanced Fund - Dividend Option",25.846,25.588,25.846,2016-05-20,-0.0470000000000006
100121,"HDFC Balanced Fund - Dividend Option",25.799,25.541,25.799,2016-05-23,0.0100000000000016
100121,"HDFC Balanced Fund - Dividend Option",25.809,25.551,25.809,2016-05-24,0.358999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.168,25.906,26.168,2016-05-25,0.263999999999999
100121,"HDFC Balanced Fund - Dividend Option",26.432,26.168,26.432,2016-05-26,0.146000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.578,26.312,26.578,2016-05-27,0.121000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.699,26.432,26.699,2016-05-30,0.070999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.77,26.502,26.77,2016-05-31,-0.0330000000000013
100121,"HDFC Balanced Fund - Dividend Option",26.737,26.47,26.737,2016-06-01,0.124000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.861,26.592,26.861,2016-06-02,-0.022000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.839,26.571,26.839,2016-06-03,-0.0159999999999982
100121,"HDFC Balanced Fund - Dividend Option",26.823,26.555,26.823,2016-06-06,0.155999999999999
100121,"HDFC Balanced Fund - Dividend Option",26.979,26.709,26.979,2016-06-07,0.106999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.086,26.815,27.086,2016-06-08,-0.0819999999999972
100121,"HDFC Balanced Fund - Dividend Option",27.004,26.734,27.004,2016-06-09,-0.0839999999999996
100121,"HDFC Balanced Fund - Dividend Option",26.92,26.651,26.92,2016-06-10,-0.199000000000002
100121,"HDFC Balanced Fund - Dividend Option",26.721,26.454,26.721,2016-06-13,0.0659999999999989
100121,"HDFC Balanced Fund - Dividend Option",26.787,26.519,26.787,2016-06-14,0.240000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.027,26.757,27.027,2016-06-15,-0.111000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.916,26.647,26.916,2016-06-16,0.0189999999999984
100121,"HDFC Balanced Fund - Dividend Option",26.935,26.666,26.935,2016-06-17,0.142000000000003
100121,"HDFC Balanced Fund - Dividend Option",27.077,26.806,27.077,2016-06-20,-0.0370000000000026
100121,"HDFC Balanced Fund - Dividend Option",27.04,26.77,27.04,2016-06-21,-0.0569999999999986
100121,"HDFC Balanced Fund - Dividend Option",26.983,26.713,26.983,2016-06-22,0.132999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.116,26.845,27.116,2016-06-23,-0.442
100121,"HDFC Balanced Fund - Dividend Option",26.674,26.407,26.674,2016-06-24,0.146000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.82,26.552,26.82,2016-06-27,-0.43
100121,"HDFC Balanced Fund - Dividend Option",26.39,26.126,26.39,2016-06-28,0.23
100121,"HDFC Balanced Fund - Dividend Option",26.62,26.354,26.62,2016-06-29,0.169999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.79,26.522,26.79,2016-06-30,0.126000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.916,26.647,26.916,2016-07-01,0.198
100121,"HDFC Balanced Fund - Dividend Option",27.114,26.843,27.114,2016-07-04,-0.0579999999999998
100121,"HDFC Balanced Fund - Dividend Option",27.056,26.785,27.056,2016-07-05,-0.0300000000000011
100121,"HDFC Balanced Fund - Dividend Option",27.026,26.756,27.026,2016-07-07,-0.0189999999999984
100121,"HDFC Balanced Fund - Dividend Option",27.007,26.737,27.007,2016-07-08,0.264999999999997
100121,"HDFC Balanced Fund - Dividend Option",27.272,26.999,27.272,2016-07-11,0.143000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.415,27.141,27.415,2016-07-12,0.00900000000000034
100121,"HDFC Balanced Fund - Dividend Option",27.424,27.15,27.424,2016-07-13,0.166
100121,"HDFC Balanced Fund - Dividend Option",27.59,27.314,27.59,2016-07-14,-0.103999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.486,27.211,27.486,2016-07-15,-0.122
100121,"HDFC Balanced Fund - Dividend Option",27.364,27.09,27.364,2016-07-18,0.0799999999999983
100121,"HDFC Balanced Fund - Dividend Option",27.444,27.17,27.444,2016-07-19,0.158000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.602,27.326,27.602,2016-07-20,-0.109000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.493,27.218,27.493,2016-07-21,0.104000000000003
100121,"HDFC Balanced Fund - Dividend Option",27.597,27.321,27.597,2016-07-22,0.248999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.846,27.568,27.846,2016-07-25,-0.0710000000000015
100121,"HDFC Balanced Fund - Dividend Option",27.775,27.497,27.775,2016-07-26,0.0860000000000021
100121,"HDFC Balanced Fund - Dividend Option",27.861,27.582,27.861,2016-07-27,0.120999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.982,27.702,27.982,2016-07-28,-0.0440000000000005
100121,"HDFC Balanced Fund - Dividend Option",27.938,27.659,27.938,2016-07-29,0.00800000000000267
100121,"HDFC Balanced Fund - Dividend Option",27.946,27.667,27.946,2016-08-01,-0.0950000000000024
100121,"HDFC Balanced Fund - Dividend Option",27.851,27.572,27.851,2016-08-02,-0.231999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.619,27.343,27.619,2016-08-03,0.0790000000000006
100121,"HDFC Balanced Fund - Dividend Option",27.698,27.421,27.698,2016-08-04,0.318999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.017,27.737,28.017,2016-08-05,0.0730000000000004
100121,"HDFC Balanced Fund - Dividend Option",28.09,27.809,28.09,2016-08-08,-0.0479999999999983
100121,"HDFC Balanced Fund - Dividend Option",28.042,27.762,28.042,2016-08-09,-0.215
100121,"HDFC Balanced Fund - Dividend Option",27.827,27.549,27.827,2016-08-10,0.0289999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.856,27.577,27.856,2016-08-11,0.210999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.067,27.786,28.067,2016-08-12,-0.00300000000000011
100121,"HDFC Balanced Fund - Dividend Option",28.064,27.783,28.064,2016-08-16,0.0300000000000011
100121,"HDFC Balanced Fund - Dividend Option",28.094,27.813,28.094,2016-08-17,0.128999999999998
100121,"HDFC Balanced Fund - Dividend Option",28.223,27.941,28.223,2016-08-18,0.135000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.358,28.074,28.358,2016-08-19,-0.167000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.191,27.909,28.191,2016-08-22,-0.0259999999999998
100121,"HDFC Balanced Fund - Dividend Option",28.165,27.883,28.165,2016-08-23,0.196999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.362,28.078,28.362,2016-08-24,-0.106999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.255,27.972,28.255,2016-08-25,0.00800000000000267
100121,"HDFC Balanced Fund - Dividend Option",28.263,27.98,28.263,2016-08-26,0.142999999999997
100121,"HDFC Balanced Fund - Dividend Option",28.406,28.122,28.406,2016-08-29,0.278000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.684,28.397,28.684,2016-08-30,0.0640000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.748,28.461,28.748,2016-08-31,-0.134
100121,"HDFC Balanced Fund - Dividend Option",28.614,28.328,28.614,2016-09-01,0.0509999999999984
100121,"HDFC Balanced Fund - Dividend Option",28.665,28.378,28.665,2016-09-02,0.359999999999999
100121,"HDFC Balanced Fund - Dividend Option",29.025,28.735,29.025,2016-09-06,0.0850000000000009
100121,"HDFC Balanced Fund - Dividend Option",29.11,28.819,29.11,2016-09-07,0.102
100121,"HDFC Balanced Fund - Dividend Option",29.212,28.92,29.212,2016-09-08,-0.175000000000001
100121,"HDFC Balanced Fund - Dividend Option",29.037,28.747,29.037,2016-09-09,-0.445999999999998
100121,"HDFC Balanced Fund - Dividend Option",28.591,28.305,28.591,2016-09-12,0.111000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.702,28.415,28.702,2016-09-14,0.0109999999999992
100121,"HDFC Balanced Fund - Dividend Option",28.713,28.426,28.713,2016-09-15,0.0539999999999985
100121,"HDFC Balanced Fund - Dividend Option",28.767,28.479,28.767,2016-09-16,0.093
100121,"HDFC Balanced Fund - Dividend Option",28.86,28.571,28.86,2016-09-19,-0.0470000000000006
100121,"HDFC Balanced Fund - Dividend Option",28.813,28.525,28.813,2016-09-20,-0.0159999999999982
100121,"HDFC Balanced Fund - Dividend Option",28.797,28.509,28.797,2016-09-21,0.303000000000001
100121,"HDFC Balanced Fund - Dividend Option",29.1,28.809,29.1,2016-09-22,-0.0430000000000028
100121,"HDFC Balanced Fund - Dividend Option",29.057,28.766,29.057,2016-09-23,-0.16
100121,"HDFC Balanced Fund - Dividend Option",28.897,28.608,28.897,2016-09-26,-0.526999999999997
100121,"HDFC Balanced Fund - Dividend Option",28.37,28.086,28.37,2016-09-27,0.175000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.545,28.26,28.545,2016-09-28,-0.471
100121,"HDFC Balanced Fund - Dividend Option",28.074,27.793,28.074,2016-09-29,0.223999999999997
100121,"HDFC Balanced Fund - Dividend Option",28.298,28.015,28.298,2016-09-30,0.390000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.688,28.401,28.688,2016-10-03,0.182000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.87,28.581,28.87,2016-10-04,0.0769999999999982
100121,"HDFC Balanced Fund - Dividend Option",28.947,28.658,28.947,2016-10-05,-0.0969999999999978
100121,"HDFC Balanced Fund - Dividend Option",28.85,28.562,28.85,2016-10-06,-0.032
100121,"HDFC Balanced Fund - Dividend Option",28.818,28.53,28.818,2016-10-07,-0.00600000000000023
100121,"HDFC Balanced Fund - Dividend Option",28.812,28.524,28.812,2016-10-10,-0.279
100121,"HDFC Balanced Fund - Dividend Option",28.533,28.248,28.533,2016-10-13,0.157
100121,"HDFC Balanced Fund - Dividend Option",28.69,28.403,28.69,2016-10-14,-0.130000000000003
100121,"HDFC Balanced Fund - Dividend Option",28.56,28.274,28.56,2016-10-17,0.341000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.901,28.612,28.901,2016-10-18,0.00799999999999912
100121,"HDFC Balanced Fund - Dividend Option",28.909,28.62,28.909,2016-10-19,0.0570000000000022
100121,"HDFC Balanced Fund - Dividend Option",28.966,28.676,28.966,2016-10-20,0.0109999999999992
100121,"HDFC Balanced Fund - Dividend Option",28.977,28.687,28.977,2016-10-21,0.0749999999999993
100121,"HDFC Balanced Fund - Dividend Option",29.052,28.761,29.052,2016-10-24,-0.0210000000000008
100121,"HDFC Balanced Fund - Dividend Option",29.031,28.741,29.031,2016-10-25,-0.259
100121,"HDFC Balanced Fund - Dividend Option",28.772,28.484,28.772,2016-10-26,-0.128999999999998
100121,"HDFC Balanced Fund - Dividend Option",28.643,28.357,28.643,2016-10-27,0.122
100121,"HDFC Balanced Fund - Dividend Option",28.765,28.477,28.765,2016-10-28,0.0640000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.829,28.541,28.829,2016-11-01,-0.292000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.537,28.252,28.537,2016-11-02,-0.198
100121,"HDFC Balanced Fund - Dividend Option",28.339,28.056,28.339,2016-11-03,-0.231999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.107,27.826,28.107,2016-11-04,0.156000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.263,27.98,28.263,2016-11-07,0.0809999999999995
100121,"HDFC Balanced Fund - Dividend Option",28.344,28.061,28.344,2016-11-08,-0.156000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.188,27.906,28.188,2016-11-09,0.386000000000003
100121,"HDFC Balanced Fund - Dividend Option",28.574,28.288,28.574,2016-11-10,-0.497
100121,"HDFC Balanced Fund - Dividend Option",28.077,27.796,28.077,2016-11-11,-0.385000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.692,27.415,27.692,2016-11-15,0.0609999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.753,27.475,27.753,2016-11-16,-0.0219999999999985
100121,"HDFC Balanced Fund - Dividend Option",27.731,27.454,27.731,2016-11-17,-0.027000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.704,27.427,27.704,2016-11-18,-0.406000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.298,27.025,27.298,2016-11-21,0.208000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.506,27.231,27.506,2016-11-22,0.134
100121,"HDFC Balanced Fund - Dividend Option",27.64,27.364,27.64,2016-11-23,-0.0790000000000006
100121,"HDFC Balanced Fund - Dividend Option",27.561,27.285,27.561,2016-11-24,0.308
100121,"HDFC Balanced Fund - Dividend Option",27.869,27.59,27.869,2016-11-25,-0.027000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.842,27.564,27.842,2016-11-28,0.0140000000000029
100121,"HDFC Balanced Fund - Dividend Option",27.856,27.577,27.856,2016-11-29,0.251999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.108,27.827,28.108,2016-11-30,-0.0960000000000001
100121,"HDFC Balanced Fund - Dividend Option",28.012,27.732,28.012,2016-12-01,-0.231999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.78,27.502,27.78,2016-12-02,0.0700000000000003
100121,"HDFC Balanced Fund - Dividend Option",27.85,27.572,27.85,2016-12-05,0.0169999999999995
100121,"HDFC Balanced Fund - Dividend Option",27.867,27.588,27.867,2016-12-06,-0.149000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.718,27.441,27.718,2016-12-07,0.245000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.963,27.683,27.963,2016-12-08,0.0829999999999984
100121,"HDFC Balanced Fund - Dividend Option",28.046,27.766,28.046,2016-12-09,-0.202999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.843,27.565,27.843,2016-12-12,0.0530000000000008
100121,"HDFC Balanced Fund - Dividend Option",27.896,27.617,27.896,2016-12-13,-0.131
100121,"HDFC Balanced Fund - Dividend Option",27.765,27.487,27.765,2016-12-14,-0.0730000000000004
100121,"HDFC Balanced Fund - Dividend Option",27.692,27.415,27.692,2016-12-15,-0.0150000000000006
100121,"HDFC Balanced Fund - Dividend Option",27.677,27.4,27.677,2016-12-16,-0.088000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.589,27.313,27.589,2016-12-19,-0.128
100121,"HDFC Balanced Fund - Dividend Option",27.461,27.186,27.461,2016-12-20,-0.0339999999999989
100121,"HDFC Balanced Fund - Dividend Option",27.427,27.153,27.427,2016-12-21,-0.254000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.173,26.901,27.173,2016-12-22,0.0420000000000016
100121,"HDFC Balanced Fund - Dividend Option",27.215,26.943,27.215,2016-12-23,-0.265000000000001
100121,"HDFC Balanced Fund - Dividend Option",26.95,26.681,26.95,2016-12-26,-0.230999999999998
100121,"HDFC Balanced Fund - Dividend Option",26.719,26.452,26.719,2016-12-27,0.000999999999997669
100121,"HDFC Balanced Fund - Dividend Option",26.72,26.453,26.72,2016-12-28,0.18
100121,"HDFC Balanced Fund - Dividend Option",26.9,26.631,26.9,2016-12-29,0.182000000000002
100121,"HDFC Balanced Fund - Dividend Option",27.082,26.811,27.082,2016-12-30,0.0700000000000003
100121,"HDFC Balanced Fund - Dividend Option",27.152,26.88,27.152,2017-01-02,0.097999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.25,26.978,27.25,2017-01-03,-0.0169999999999995
100121,"HDFC Balanced Fund - Dividend Option",27.233,26.961,27.233,2017-01-04,0.216000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.449,27.175,27.449,2017-01-05,-0.0350000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.414,27.14,27.414,2017-01-06,0.014999999999997
100121,"HDFC Balanced Fund - Dividend Option",27.429,27.155,27.429,2017-01-09,0.123000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.552,27.276,27.552,2017-01-10,0.225999999999999
100121,"HDFC Balanced Fund - Dividend Option",27.778,27.5,27.778,2017-01-11,0.0460000000000029
100121,"HDFC Balanced Fund - Dividend Option",27.824,27.546,27.824,2017-01-12,-0.00800000000000267
100121,"HDFC Balanced Fund - Dividend Option",27.816,27.538,27.816,2017-01-13,0.0640000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.88,27.601,27.88,2017-01-16,-0.0180000000000007
100121,"HDFC Balanced Fund - Dividend Option",27.862,27.583,27.862,2017-01-17,0.0720000000000027
100121,"HDFC Balanced Fund - Dividend Option",27.934,27.655,27.934,2017-01-18,0.0399999999999991
100121,"HDFC Balanced Fund - Dividend Option",27.974,27.694,27.974,2017-01-19,-0.239000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.735,27.458,27.735,2017-01-20,0.0740000000000016
100121,"HDFC Balanced Fund - Dividend Option",27.809,27.531,27.809,2017-01-23,0.140000000000001
100121,"HDFC Balanced Fund - Dividend Option",27.949,27.67,27.949,2017-01-24,0.232999999999997
100121,"HDFC Balanced Fund - Dividend Option",28.182,27.9,28.182,2017-01-25,0.136000000000003
100121,"HDFC Balanced Fund - Dividend Option",28.318,28.035,28.318,2017-01-27,-0.0360000000000014
100121,"HDFC Balanced Fund - Dividend Option",28.282,27.999,28.282,2017-01-30,-0.138999999999999
100121,"HDFC Balanced Fund - Dividend Option",28.143,27.862,28.143,2017-01-31,-0.394000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.521,28.236,28.521,2017-02-01,-0.394000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.651,28.364,28.651,2017-02-02,-0.394000000000002
100121,"HDFC Balanced Fund - Dividend Option",28.734,28.447,28.734,2017-02-03,-0.394000000000002
100122,"HDFC Balanced Fund - Growth Option",108.987,107.897,108.987,2016-01-01,-1.59999999999999
100122,"HDFC Balanced Fund - Growth Option",107.387,106.313,107.387,2016-01-04,0.0460000000000065
100122,"HDFC Balanced Fund - Growth Option",107.433,106.359,107.433,2016-01-05,-0.342000000000013
100122,"HDFC Balanced Fund - Growth Option",107.091,106.02,107.091,2016-01-06,-1.815
100122,"HDFC Balanced Fund - Growth Option",105.276,104.223,105.276,2016-01-07,0.492000000000004
100122,"HDFC Balanced Fund - Growth Option",105.768,104.71,105.768,2016-01-08,-0.325000000000003
100122,"HDFC Balanced Fund - Growth Option",105.443,104.389,105.443,2016-01-11,-0.635999999999996
100122,"HDFC Balanced Fund - Growth Option",104.807,103.759,104.807,2016-01-12,-0.109000000000009
100122,"HDFC Balanced Fund - Growth Option",104.698,103.651,104.698,2016-01-13,-0.459999999999994
100122,"HDFC Balanced Fund - Growth Option",104.238,103.196,104.238,2016-01-14,-1.59399999999999
100122,"HDFC Balanced Fund - Growth Option",102.644,101.618,102.644,2016-01-15,-1.548
100122,"HDFC Balanced Fund - Growth Option",101.096,100.085,101.096,2016-01-18,1.12599999999999
100122,"HDFC Balanced Fund - Growth Option",102.222,101.2,102.222,2016-01-19,-1.39399999999999
100122,"HDFC Balanced Fund - Growth Option",100.828,99.82,100.828,2016-01-20,0.170000000000002
100122,"HDFC Balanced Fund - Growth Option",100.998,99.988,100.998,2016-01-21,1.3
100122,"HDFC Balanced Fund - Growth Option",102.298,101.275,102.298,2016-01-22,0.210999999999999
100122,"HDFC Balanced Fund - Growth Option",102.509,101.484,102.509,2016-01-25,0.311999999999998
100122,"HDFC Balanced Fund - Growth Option",102.821,101.793,102.821,2016-01-27,-0.253
100122,"HDFC Balanced Fund - Growth Option",102.568,101.542,102.568,2016-01-28,0.876000000000005
